Course,Title,Distribution Group,Analyzing Diversity,Credits,Description
PHIL 125,PHILOSOPHY THROUGH ARTWORKS,Distribution Group I,,3,"An introduction to philosophically interesting artworks and, through them, the philosophical study of art. Artworks studied can include popular music, painting, sculpture, films, television, fiction, poetry, and more. Previously offered as PHIL 109. Mutually exclusive with PHIL 109, credit cannot be earned for both classes."
PHIL 130,THE SCIENCES OF THE MIND,Distribution Group I,,3,"An introduction to the scientific investigation of the mind, with special attention to topics of particular philosophical interest. Topics are likely to include: representation and computation, perception, cognition, action, and the neural implementation of mental states and processes. Previously offered as PHIL 103. Mutually exclusive with PHIL 103, credit cannot be earned for both classes."
PHIL 150,"TECHNOLOGY, SOCIETY AND VALUE",Distribution Group I,,3,"Artificial Intelligence and other emerging technologies raise pressing ethical and philosophical questions. This course will examine a range of these issues, including the nature and perils of AI, social media and its impacts, and the ethics of human enhancement."
PHIL 160,MORAL PROBLEMS,Distribution Group I,,3,"An introduction to moral and political theorizing, ranging across levels of abstraction from the more concrete (such as: abortion, war, the duty to vote) to the more rarified (such as: justice, goodness, the origins of norms). Previously offered as PHIL 101. Mutually exclusive with PHIL 101, credit cannot be earned for both classes."
PHIL 166,ETHICS IN PANDEMICS,Distribution Group I,,3,"In this course, we will grapple with a wide variety of questions raised by the coronavirus pandemic. What are our duties to others in a time of crisis? On what basis should scarce medical resources be deployed? What is the appropriate role for individuals, and for the government? How do we weigh the values of life and health against other values? And so on. Readings will include both works of professional philosophers and contemporary popular writings on the pandemic."
PHIL 220,PHILOSOPHY OF RELIGION,Distribution Group I,,3,"Examination of God's existence, the problem of evil, the relation between faith and reason, the meaning of death, the relation between religion and morality, and tolerance/respect for differing religions. Previously offered as PHIL 311. Mutually exclusive with PHIL 311, credit cannot be earned for both classes."
PHIL 230,HUMAN MINDS,Distribution Group I,,3,"An investigation of how we should understand our own minds in the light of the recent discoveries (both exciting and alarming) generated by scientists. Topics are likely to include things such as: character, willpower, the influence of beliefs on perception, the relation of addiction to love, introspection, implicit bias, and more. Previously offered as PHIL 116. Mutually exclusive with PHIL 116, credit cannot be earned for both classes."
PHIL 231,ANIMAL MINDS,Distribution Group I,,3,This course will examine various philosophical questions raised by the science of animal cognition: What is it to have a mind? How can we learn about animal minds? Are animals conscious? Do they have beliefs or concepts? What does this tell us about the nature and value of animal minds? Previously offered as PHIL 359 and is mutually exclusive. Credit cannot be earned for both PHIL 231 and PHIL 359. Distribution 1 credit effective Fall 2022.
PHIL 265,DEATH AND DYING,Distribution Group I,,3,"How are we to respond to the fact of death? This course examines the moral, metaphysical and personal issues surrounding the death of persons. Readings from analytic philosophy and the bioethics literature. Previously offered as PHIL 339. Mutually exclusive with PHIL 339, credit cannot be earned for both classes."
PHIL 267,PHILOSOPHY OF SEX AND LOVE,Distribution Group I,,3,"This course will examine philosophical views of the nature and ethics of sex and love. The first half will focus on the historical development of the concept of love, from Plato to contemporary feminism. The second half will consider ethical debates over pornography, sex work, marriage, sexual consent, and more."
PHIL 269,MARKETS AND MORALITY,Distribution Group I,,3,"Markets are everywhere today: if you want to find a job, if you want to buy some good, or if you want to sell some service, you will inevitably have to submit yourself to their norms. Yet, this omnipresence of markets raises fundamental ethical questions. Is it really good that we organize exchange and production largely through markets? How are societies and individuals impacted by centrally relying on them? Should we, much rather, prefer a planned economy? Or would such a planned economy unduly constrain people's freedom? And, if we opt for markets, what are their moral limits? Should human organs or access to lawmakers be distributed via a market? Should access to health-care be governed by market principles? This seminar explores these questions through contemporary and historical readings, drawing on a broad set of ideas in order to tackle the philosophical, moral and existential challenges that markets pose."
